ProductCode,Price,Maker,Name,Description,Height,Width,Depth,Materials,Technique,Signed,Firing Technique,Decoration
W485Y21,320.0,Emily-Kriste Wilcox,Oval Vessel,Layers of decorative slips are applied in a painterly manner to build up the surface and create a depth that holds similarities to misty skies in this beautiful vessel.,10.5,23.0,16.5,Earthenware,Hand Built,Signed,Electric,Slip Decoration
W485Y13,320.0,Emily-Kriste Wilcox,Oval Vessel,Layers of decorative slips are applied in a painterly manner to build up the surface and create a depth that holds similarities to misty skies in this beautiful vessel.,10.0,23.5,16.0,Earthenware,Hand Built,Signed,Electric,Slip Decoration
VB373Y405,49.0,Vanessa Bullick,Striped pot,This striped pot is wheel-thrown and decorated with slip resist to create patterns and textures on the burnished pot which is then sawdust fired in a variety of wood shavings.,11.5,8.0,,Earthenware,Thrown,Signed,smoke fired,
VB373Y404,49.0,Vanessa Bullick,Striped pot,This striped pot is wheel-thrown and decorated with slip resist to create patterns and textures on the burnished pot which is then sawdust fired in a variety of wood shavings.,10.0,8.0,,Earthenware,Thrown,Signed,smoke fired,
VB373Y403,49.0,Vanessa Bullick,Striped pot,This striped pot is wheel-thrown and decorated with slip resist to create patterns and textures on the burnished pot which is then sawdust fired in a variety of wood shavings.,7.5,9.5,,Earthenware,Thrown,Signed,smoke fired,
VB373Y400,49.0,Vanessa Bullick,Turquoise pot,This turquoise pot is wheel-thrown and decorated with slip resist to create patterns and textures on the burnished pot which is then sawdust fired in a variety of wood shavings.,7.0,9.5,,Earthenware,Thrown,Signed,smoke fired,
VB373Y399,49.0,Vanessa Bullick,Turquoise pot,This turquoise pot is wheel-thrown and decorated with slip resist to create patterns and textures on the burnished pot which is then sawdust fired in a variety of wood shavings.,7.0,10.0,,Earthenware,Thrown,Signed,smoke fired,
VB373Y398,49.0,Vanessa Bullick,Turquoise pot,This turquoise pot is wheel-thrown and decorated with slip resist to create patterns and textures on the burnished pot which is then sawdust fired in a variety of wood shavings.,6.5,10.0,,Earthenware,Thrown,Signed,smoke fired,
VB373Y397,49.0,Vanessa Bullick,Turquoise pot,This turquoise pot is wheel-thrown and decorated with slip resist to create patterns and textures on the burnished pot which is then sawdust fired in a variety of wood shavings.,6.5,10.0,,Earthenware,Thrown,Signed,smoke fired,
SM397Y84,265.0,Sara Moorhouse,St. Ives bowl,This striking banded bowl has the surface divided horizontally in order to displace the form in a different way.,8.5,12.5,,Porcelain,Thrown,Signed,,
SM397Y83,265.0,Sara Moorhouse,St. Ives bowl,This striking banded bowl has the surface divided horizontally in order to displace the form in a different way.,8.5,12.5,,Porcelain,Thrown,Signed,,
SM397Y82,265.0,Sara Moorhouse,St. Ives bowl,This striking banded bowl has the surface divided horizontally in order to displace the form in a different way.,8.5,12.5,,Porcelain,Thrown,Signed,,
SM397Y81,265.0,Sara Moorhouse,St. Ives bowl,This striking banded bowl has the surface divided horizontally in order to displace the form in a different way.,8.0,14.0,,Porcelain,Thrown,Signed,,
MW276Y562,35.0,Motoko Wakana,Cup,"This stoneware cup is wheel-thrown in speckled clay. The body is covered with white slip applied in varying thicknesses by brush, and a relief design which is slip-trailed in white slip. The piece is ash glazed and reduction-fired with charcoal.",8.0,11.0,9.0,Stoneware,Slab Built,Signed,,
W464Y80,1100.0,Paul Wearing,Porcelain Cylinder tapered rim,This tactile hand-built porcelain vessel with multiple slips and glazes conveys both depth and texture in a wide range of subtle hues.,37.0,16.0,16.0,Porcelain,Hand built,Signed,,Slip decoration
W92Y1030,49.0,Tessa Wolfe-Murray,small Cylinder Vase,"This slip-cast earthenware vase is unusually both smoke-fired, yet able to hold water. This is achieved with a combination of strong brush strokes and finely sprayed slip, finished by smoke firing the high fired surface.",17.0,6.5,,Earthenware,Slipcast,Signed,smoke fired,
W92Y1029,49.0,Tessa Wolfe-Murray,small Cylinder Vase,"This slip-cast earthenware vase is unusually both smoke-fired, yet able to hold water. This is achieved with a combination of strong brush strokes and finely sprayed slip, finished by smoke firing the high fired surface.",17.5,6.5,,Earthenware,Slipcast,Signed,smoke fired,
W92Y1028,49.0,Tessa Wolfe-Murray,small Cylinder Vase,"This slip-cast earthenware vase is unusually both smoke-fired, yet able to hold water. This is achieved with a combination of strong brush strokes and finely sprayed slip, finished by smoke firing the high fired surface.",17.0,6.5,,Earthenware,Slipcast,Signed,smoke fired,
W92Y1027,49.0,Tessa Wolfe-Murray,small Cylinder Vase,"This slip-cast earthenware vase is unusually both smoke-fired, yet able to hold water. This is achieved with a combination of strong brush strokes and finely sprayed slip, finished by smoke firing the high fired surface.",17.0,6.5,,Earthenware,Slipcast,Signed,smoke fired,
W92Y1025,54.0,Tessa Wolfe-Murray,Large Cylinder Vase,"This slip-cast earthenware vase is unusually both smoke-fired, yet able to hold water. This is achieved with a combination of strong brush strokes and finely sprayed slip, finished by smoke firing the high fired surface.",20.5,6.5,,Earthenware,Slipcast,Signed,smoke fired,
W92Y1022,171.0,Tessa Wolfe-Murray,small shallows vase,"This slab-built earthenware vase is unusually both smoke-fired, yet able to hold water. This is achieved with a combination of strong brush strokes and finely sprayed slip, finished by smoke firing the high fired surface.",21.5,16.0,6.5,Earthenware,Slab Built,Signed,,
W92Y1021,171.0,Tessa Wolfe-Murray,small deep sea vase,"This slab-built earthenware vase is unusually both smoke-fired, yet able to hold water. This is achieved with a combination of strong brush strokes and finely sprayed slip, finished by smoke firing the high fired surface.",22.5,15.0,7.0,Earthenware,Slab Built,Signed,,
GS220Y202,180.0,Geoffrey Swindell,Mottled bowl,Subtle sunset colours sit on this delicate and perfectly shaped piece by ceramic artist Geoffrey Swindell. The interior is decorated with a rich mottled lichen green glaze.,8.5,13.0,,Porcelain,Thrown,Signed,,Slip decoration
B307Y401,60.0,Dylan Bowen,Monster,"This quirky earthenware Monster sculpture is hand-built and is full of character. It is decorated using coloured slips which are poured, trailed and brushed on to achieve energy and dynamism.",11.5,5.0,3.5,Earthenware,Hand Built,Signed,,Slip Decoration
MT509Y34,240.0,Midori Takaki,Owl Bottle,Midori’s active imaginal life is expressed here in this stoneware sculpture. The symbolism and character is animated through her mastery of form and use of underglaze decoration.,15.5,7.0,7.0,Stoneware,Hand Built,Signed,,
MT509Y33,240.0,Midori Takaki,Bear Bottle,Midori’s active imaginal life is expressed here in this stoneware sculpture. The symbolism and character is animated through her mastery of form and use of underglaze decoration.,15.5,7.0,7.0,Stoneware,Hand Built,Signed,,
MT509Y32,240.0,Midori Takaki,Koala Bottle,Midori’s active imaginal life is expressed here in this stoneware sculpture. The symbolism and character is animated through her mastery of form and use of underglaze decoration.,15.5,7.0,7.0,Stoneware,Hand Built,Signed,,
MT509Y31,240.0,Midori Takaki,Black Cat Bottle,Midori’s active imaginal life is expressed here in this stoneware sculpture. The symbolism and character is animated through her mastery of form and use of underglaze decoration.,15.5,7.0,7.0,Stoneware,Hand Built,Signed,,
MT509Y29,280.0,Midori Takaki,Big Bear with Hedgehog. Bird is the Boss,Midori’s active imaginal life is expressed here in this stoneware sculpture. The symbolism and character is animated through her mastery of form and use of underglaze decoration.,13.5,10.0,7.0,Stoneware,Hand Built,Signed,,
MT509Y28,240.0,Midori Takaki,Ursa Major,Midori’s active imaginal life is expressed here in this stoneware sculpture. The symbolism and character is animated through her mastery of form and use of underglaze decoration.,16.5,7.5,7.5,Stoneware,Hand Built,Signed,,
MT509Y27,240.0,Midori Takaki,Neowise Comet,Midori’s active imaginal life is expressed here in this stoneware sculpture. The symbolism and character is animated through her mastery of form and use of underglaze decoration.,16.5,7.5,7.5,Stoneware,Hand Built,Signed,,
MW276Y565,35.0,Motoko Wakana,Cup,"This stoneware cup is wheel-thrown in speckled clay. The body is covered with white slip applied in varying thicknesses by brush, and a relief design which is slip-trailed in white slip. The piece is ash glazed and reduction-fired with charcoal.",8.0,11.5,9.0,Stoneware,Slab Built,Signed,,
7Y418,49.0,Daphne Carnegy,small jug seedheads,This earthenware jug is wheel-thrown and decorated with tin white and blue glazes and fine cobalt blue brushwork.,10.5,12.0,9.0,Earthenware,Thrown,Signed,,
7Y417,70.0,Daphne Carnegy,medium jug seedheads,This earthenware jug is wheel-thrown and decorated with tin white and blue glazes and fine cobalt blue brushwork.,12.5,13.5,9.0,Earthenware,Thrown,Signed,,
7Y416,98.0,Daphne Carnegy,tall jug seedheads,This earthenware jug is wheel-thrown and decorated with tin white and blue glazes and fine cobalt blue brushwork.,17.5,11.5,9.5,Earthenware,Thrown,Signed,,
7Y415,49.0,Daphne Carnegy,small jug lines,This earthenware jug is wheel-thrown and decorated with tin white and blue glazes and fine cobalt blue brushwork.,11.5,11.0,9.0,Earthenware,Thrown,Signed,,
7Y414,45.0,Daphne Carnegy,mug seedheads,This earthenware mug is wheel-thrown and decorated with tin white and blue glazes and fine cobalt blue brushwork.,10.5,11.5,8.0,Earthenware,Thrown,Signed,,
7Y413,45.0,Daphne Carnegy,small mug seedheads,This earthenware mug is wheel-thrown and decorated with tin white and blue glazes and fine cobalt blue brushwork.,10.0,11.5,8.5,Earthenware,Thrown,Signed,,
7Y411,45.0,Daphne Carnegy,mug seedheads,This earthenware mug is wheel-thrown and decorated with tin white and blue glazes and fine cobalt blue brushwork.,10.0,11.0,8.5,Earthenware,Thrown,Signed,,
7Y410,45.0,Daphne Carnegy,mug seedheads,This earthenware mug is wheel-thrown and decorated with tin white and blue glazes and fine cobalt blue brushwork.,10.5,11.5,8.5,Earthenware,Thrown,Signed,,
7Y409,35.0,Daphne Carnegy,small mug lines,This earthenware mug is wheel-thrown and decorated with tin white and blue glazes and fine cobalt blue brushwork.,7.5,9.5,7.0,Earthenware,Thrown,Signed,,
7Y408,35.0,Daphne Carnegy,small mug lines,This earthenware mug is wheel-thrown and decorated with tin white and blue glazes and fine cobalt blue brushwork.,7.5,9.5,7.0,Earthenware,Thrown,Signed,,
7Y406,35.0,Daphne Carnegy,small mug lines,This earthenware mug is wheel-thrown and decorated with tin white and blue glazes and fine cobalt blue brushwork.,7.5,9.5,7.0,Earthenware,Thrown,Signed,,
7Y405,35.0,Daphne Carnegy,small mug lines,This earthenware mug is wheel-thrown and decorated with tin white and blue glazes and fine cobalt blue brushwork.,,9.5,7.0,Earthenware,Thrown,Signed,,
B307Y400,60.0,Dylan Bowen,Monster,"This quirky earthenware Monster sculpture is hand-built and is full of character. It is decorated using coloured slips which are poured, trailed and brushed on to achieve energy and dynamism.",11.0,5.0,3.5,Earthenware,Hand Built,Signed,,Slip Decoration
B307Y399,60.0,Dylan Bowen,Monster,"This quirky earthenware Monster sculpture is hand-built and is full of character. It is decorated using coloured slips which are poured, trailed and brushed on to achieve energy and dynamism.",10.0,6.0,4.0,Earthenware,Hand Built,Signed,,Slip Decoration
B307Y396,90.0,Dylan Bowen,Monster,"This quirky earthenware Monster sculpture is hand-built and is full of character. It is decorated using coloured slips which are poured, trailed and brushed on to achieve energy and dynamism.",14.0,8.0,4.0,Earthenware,Hand Built,Signed,,Slip Decoration
B307Y395,120.0,Dylan Bowen,Monster,"This quirky earthenware Monster sculpture is hand-built and is full of character. It is decorated using coloured slips which are poured, trailed and brushed on to achieve energy and dynamism.",16.5,8.0,4.5,Earthenware,Hand Built,Signed,,Slip Decoration
B307Y394,120.0,Dylan Bowen,Monster,"This quirky earthenware Monster sculpture is hand-built and is full of character. It is decorated using coloured slips which are poured, trailed and brushed on to achieve energy and dynamism.",18.5,8.0,5.0,Earthenware,Hand Built,Signed,,Slip Decoration
SH489Y11,3000.0,Sue Hanna,Large tall kuba vessel,"This striking vessel is hand-built with a cut-out pattern inspired by the geometric and rhythmic patterns of the textiles of Central Africa. The textured, metallic, dark form has iridescent flashes caused by raku firing.",58.0,25.5,22.5,,Hand Built,Signed,Raku,
99Y59,122.0,Owen Thorpe,To a friend’s house the road is never long,This stoneware bowl is ornately decorated with skilled brushwork and finished in lustre calligraphy. The words are usually humorous aphorisms.,7.0,13.5,,Stoneware,Thrown,Signed,,
99Y64,122.0,Owen Thorpe,I can neither eat nor sleep for thinking of you,This stoneware bowl is ornately decorated with skilled brushwork and finished in lustre calligraphy. The words are usually humorous aphorisms.,6.0,14.0,,Stoneware,Thrown,Signed,,
99Y61,122.0,Owen Thorpe,I am not at all the sort of person you and I took me for,This stoneware bowl is ornately decorated with skilled brushwork and finished in lustre calligraphy. The words are usually humorous aphorisms.,6.5,15.5,,Stoneware,Thrown,Signed,,
99Y66,122.0,Owen Thorpe,The best is not too good for you,This stoneware bowl is ornately decorated with skilled brushwork and finished in lustre calligraphy. The words are usually humorous aphorisms.,8.0,14.5,,Stoneware,Thrown,Signed,,
99Y63,122.0,Owen Thorpe,Growing old ain’t for cissies,This stoneware bowl is ornately decorated with skilled brushwork and finished in lustre calligraphy. The words are usually humorous aphorisms.,8.0,15.5,,Stoneware,Thrown,Signed,,
AS191Y313,268.0,Antonia Salmon,small speckled leaf that grows the land,"This form is from the Poetry Inspired series. It is hand-built and burnished several times before being smoke-fired for three days. The smoking imparts dramatic spontaneous flashes or subtle clouds of carbon, which create timeless finishes.",15.0,13.0,5.0,,Hand Built,Signed,Smoke Fired,
AS191Y311,561.0,Antonia Salmon,large speckled leaf that grows the land,"This form is from the Poetry Inspired series. It is hand-built and burnished several times before being smoke-fired for three days. The smoking imparts dramatic spontaneous flashes or subtle clouds of carbon, which create timeless finishes.",27.0,25.0,5.5,,Hand Built,Signed,Smoke Fired,
AS191Y305,366.0,Antonia Salmon,small marbled cloud that drives the storm,"This form is from the Poetry Inspired series. It is hand-built and burnished several times before being smoke-fired for three days. The smoking imparts dramatic spontaneous flashes or subtle clouds of carbon, which create timeless finishes.",15.0,10.5,6.5,,Hand Built,Signed,Smoke Fired,
AS191Y304,366.0,Antonia Salmon,small dark cloud that drives the storm,"This form is from the Poetry Inspired series. It is hand-built and burnished several times before being smoke-fired for three days. The smoking imparts dramatic spontaneous flashes or subtle clouds of carbon, which create timeless finishes.",14.0,12.5,5.0,,Hand Built,Signed,Smoke Fired,
AS191Y303,708.0,Antonia Salmon,marbled cloud that drives the storm,"This form is from the Poetry Inspired series. It is hand-built and burnished several times before being smoke-fired for three days. The smoking imparts dramatic spontaneous flashes or subtle clouds of carbon, which create timeless finishes.",22.0,19.0,9.0,,Hand Built,Signed,Smoke Fired,
AS191Y293,183.0,Antonia Salmon,dark oval small,"This standing form is hand-built and burnished several times before being smoke-fired for three days. The smoking imparts dramatic spontaneous flashes or subtle clouds of carbon, which create timeless finishes.",10.0,11.5,4.5,,Hand Built,Signed,Smoke Fired,
AS191Y292,183.0,Antonia Salmon,dark oval small,"This standing form is hand-built and burnished several times before being smoke-fired for three days. The smoking imparts dramatic spontaneous flashes or subtle clouds of carbon, which create timeless finishes.",10.0,11.0,4.0,,Hand Built,Signed,Smoke Fired,
AS191Y290,183.0,Antonia Salmon,marbled oval small,"This standing form is hand-built and burnished several times before being smoke-fired for three days. The smoking imparts dramatic spontaneous flashes or subtle clouds of carbon, which create timeless finishes.",10.0,11.5,4.0,,Hand Built,Signed,Smoke Fired,
AS191Y289,342.0,Antonia Salmon,marbled oval medium,"This standing form is hand-built and burnished several times before being smoke-fired for three days. The smoking imparts dramatic spontaneous flashes or subtle clouds of carbon, which create timeless finishes.",16.0,18.5,5.0,,Hand Built,Signed,Smoke Fired,
AS191Y288,342.0,Antonia Salmon,dark oval medium,"This standing form is hand-built and burnished several times before being smoke-fired for three days. The smoking imparts dramatic spontaneous flashes or subtle clouds of carbon, which create timeless finishes.",16.0,18.5,5.0,,Hand Built,Signed,Smoke Fired,
AS191Y287,647.0,Antonia Salmon,marbled oval large,"This standing form is hand-built and burnished several times before being smoke-fired for three days. The smoking imparts dramatic spontaneous flashes or subtle clouds of carbon, which create timeless finishes.",23.0,28.0,6.0,,Hand Built,Signed,Smoke Fired,
AS191Y283,1025.0,Antonia Salmon,Moon,"This standing form is hand-built and burnished several times before being smoke-fired for three days. The smoking imparts dramatic spontaneous flashes or subtle clouds of carbon, which create timeless finishes.",30.0,36.0,7.5,,Hand Built,Signed,Smoke Fired,
AS191Y281,342.0,Antonia Salmon,bridging form small,"This extraordinary horizontal sculptural form is hand-built, constructed, and burnished several times before being smoke-fired for three days. The smoking imparts dramatic spontaneous flashes or subtle clouds of carbon, which create timeless finishes.",12.0,20.0,6.0,,Hand Built,Signed,Smoke Fired,
AS191Y275,488.0,Antonia Salmon,wind rush small,"This beautiful wind rush form with wire additions is hand-built and burnished several times before being smoke-fired for three days. The smoking imparts dramatic spontaneous flashes or subtle clouds of carbon, which create timeless finishes.",18.5,16.5,3.5,,Hand Built,Signed,Smoke Fired,
AS191Y273,988.0,Antonia Salmon,wind rush medium,"This beautiful wind rush form with wire additions is hand-built and burnished several times before being smoke-fired for three days. The smoking imparts dramatic spontaneous flashes or subtle clouds of carbon, which create timeless finishes.",27.5,25.0,5.0,,Hand Built,Signed,Smoke Fired,
AS191Y272,988.0,Antonia Salmon,wind rush medium,"This beautiful wind rush form with wire additions is hand-built and burnished several times before being smoke-fired for three days. The smoking imparts dramatic spontaneous flashes or subtle clouds of carbon, which create timeless finishes.",26.0,23.0,5.0,,Hand Built,Signed,Smoke Fired,
SH489Y39,280.0,Sue Hanna,small textured round vessel,"This striking vessel is hand-built with a raised pattern. The textured, metallic, dark form has iridescent flashes caused by raku firing.",9.0,14.5,,,Hand Built,Signed,Raku,
SH489Y38,300.0,Sue Hanna,small round vessel with shell decoration II,"This striking vessel is hand-built with a raised shell pattern. The textured, metallic, dark form has iridescent flashes caused by raku firing.",9.0,16.5,,,Hand Built,Signed,Raku,
SH489Y35,400.0,Sue Hanna,angular kuba vessel,"This striking vessel is hand-built with an applied pattern and rusty terracotta interior inspired by the geometric and rhythmic patterns of the textiles of Central Africa. The textured, metallic, dark form has iridescent flashes caused by raku firing.",14.0,12.5,,,Hand Built,Signed,Raku,
SH489Y34,450.0,Sue Hanna,slim angular kuba vessel,"This striking vessel is hand-built with an applied pattern inspired by the geometric and rhythmic patterns of the textiles of Central Africa. The textured, metallic, dark form has iridescent flashes caused by raku firing.",19.0,11.5,,,Hand Built,Signed,Raku,
SH489Y31,350.0,Sue Hanna,small vessel with shell pattern,"This striking vessel is hand-built with a raised shell pattern. The textured, metallic, dark form has iridescent flashes caused by raku firing.",13.0,12.0,11.0,,Hand Built,Signed,Raku,
SH489Y28,500.0,Sue Hanna,kuba vessel,"This striking vessel is hand-built with an applied pattern inspired by the geometric and rhythmic patterns of the textiles of Central Africa. The textured, metallic, dark form has iridescent flashes caused by raku firing.",19.5,12.5,,,Hand Built,Signed,Raku,
SH489Y20,1350.0,Sue Hanna,medium kuba bowl,"This striking bowl is hand-built with an applied pattern inspired by the geometric and rhythmic patterns of the textiles of Central Africa. The textured, metallic, dark form has iridescent flashes caused by raku firing.",23.0,25.0,,,Hand Built,Signed,Raku,
SH489Y19,1850.0,Sue Hanna,large kuba bowl,"This striking bowl is hand-built with an applied pattern and textured interior inspired by the geometric and rhythmic patterns of the textiles of Central Africa. The textured, metallic, dark form has iridescent flashes caused by raku firing.",23.0,34.5,,,Hand Built,Signed,Raku,
SH489Y18,1850.0,Sue Hanna,large kuba bowl,"This striking bowl is hand-built with an applied pattern and textured interior inspired by the geometric and rhythmic patterns of the textiles of Central Africa. The textured, metallic, dark form has iridescent flashes caused by raku firing.",28.5,32.0,,,Hand Built,Signed,Raku,
SH489Y12,2500.0,Sue Hanna,tall kuba vessel,"This striking vessel is hand-built with an applied pattern inspired by the geometric and rhythmic patterns of the textiles of Central Africa. The textured, metallic, dark form has iridescent flashes caused by raku firing.",54.5,21.0,18.0,,Hand Built,Signed,Raku,
AM470Y165,47.0,Andy Mason,ovalled bowl cream satin motif,This stoneware bowl is wheel-thrown with a cream coloured satin glaze over a wax resist design.,8.0,25.5,22.0,Stoneware,Thrown,Signed,,
AM470Y164,47.0,Andy Mason,ovalled bowl cream satin motif,This stoneware bowl is wheel-thrown with a cream coloured satin glaze over a wax resist design.,8.0,25.0,22.0,Stoneware,Thrown,Signed,,
AM470Y163,38.0,Andy Mason,dinner plate cream satin plain,This stoneware plate is wheel-thrown with a cream coloured satin glaze over a wax resist motif design.,3.0,25.0,,Stoneware,Thrown,Signed,,
AM470Y162,38.0,Andy Mason,dinner plate cream satin plain,This stoneware plate is wheel-thrown with a cream coloured satin glaze over a wax resist motif design.,3.0,25.0,,Stoneware,Thrown,Signed,,
AM470Y161,38.0,Andy Mason,dinner plate cream satin plain,This stoneware plate is wheel-thrown with a cream coloured satin glaze over a wax resist motif design.,3.0,24.5,,Stoneware,Thrown,Signed,,
AM470Y160,43.0,Andy Mason,dinner plate cream satin resist,This stoneware plate is wheel-thrown with a cream coloured satin glaze over a wax resist motif design.,3.0,23.0,,Stoneware,Thrown,Signed,,
AM470Y159,43.0,Andy Mason,dinner plate cream satin resist,This stoneware plate is wheel-thrown with a cream coloured satin glaze over a wax resist motif design.,3.0,23.0,,Stoneware,Thrown,Signed,,
AM470Y158,43.0,Andy Mason,dinner plate cream satin resist,This stoneware plate is wheel-thrown with a cream coloured satin glaze over a wax resist motif design.,3.0,24.5,,Stoneware,Thrown,Signed,,
AM470Y157,27.0,Andy Mason,side plate cream satin motif,This stoneware plate is wheel-thrown with a cream coloured satin glaze over a delicate wax resist motif design.,2.5,19.5,,Stoneware,Thrown,Signed,,
AM470Y156,27.0,Andy Mason,side plate cream satin motif,This stoneware plate is wheel-thrown with a cream coloured satin glaze over a delicate wax resist motif design.,3.0,19.5,,Stoneware,Thrown,Signed,,
AM470Y155,27.0,Andy Mason,side plate cream satin resist,This stoneware plate is wheel-thrown with a cream coloured satin glaze over a wax resist motif design.,2.5,19.0,,Stoneware,Thrown,Signed,,
AM470Y154,27.0,Andy Mason,side plate cream satin resist,This stoneware plate is wheel-thrown with a cream coloured satin glaze over a wax resist motif design.,2.5,18.5,,Stoneware,Thrown,Signed,,
AM470Y150,25.0,Andy Mason,Standard Bowl,This stoneware bowl is wheel-thrown with a cream coloured satin glaze and a sgraffito motif design.,7.5,15.0,,Stoneware,Thrown,Signed,,
AM470Y147,25.0,Andy Mason,Standard Bowl,This stoneware bowl is wheel-thrown with a cream coloured satin glaze and a sgraffito motif design.,7.5,15.0,,Stoneware,Thrown,Signed,,
AM470Y149,25.0,Andy Mason,Standard Bowl,This stoneware bowl is wheel-thrown with a cream coloured satin glaze and a sgraffito motif design.,7.5,15.0,,Stoneware,Thrown,Signed,,
AM470Y148,25.0,Andy Mason,Standard Bowl,This stoneware bowl is wheel-thrown with a cream coloured satin glaze and a sgraffito motif design.,7.5,14.0,,Stoneware,Thrown,Signed,,
JW392Y365,29.0,Josie Walter,small oval pie dish peas,This delightful earthenware dish is painted with a slip-decorated peas motif.,5.5,18.0,17.0,Earthenware,Thrown,Signed,,Slip Decoration
JW392Y366,59.0,Josie Walter,oval pie dish peas,This delightful earthenware dish is painted with a slip-decorated peas motif.,7.0,24.5,23.0,Earthenware,Thrown,Signed,,Slip Decoration
JW392Y334,59.0,Josie Walter,oval pie dish blackberries,This delightful earthenware dish is painted with a slip-decorated blackberries motif.,6.5,25.0,22.5,Earthenware,Thrown,Signed,,Slip Decoration
JW392Y367,78.0,Josie Walter,large oval pie dish apple,This delightful earthenware dish is painted with a slip-decorated apple motif.,8.0,32.5,29.5,Earthenware,Thrown,Signed,,Slip Decoration
JW392Y356,39.0,Josie Walter,bowl blackberries,This delightful earthenware bowl is painted with a slip-decorated blackberries motif.,9.0,21.0,,Earthenware,Thrown,Signed,,Slip Decoration
JW392Y357,39.0,Josie Walter,bowl oak leaf,This delightful earthenware bowl is painted with a slip-decorated oak leaf motif.,9.0,21.0,,Earthenware,Thrown,Signed,,Slip Decoration
JW392Y243,39.0,Josie Walter,bowl fish,This delightful earthenware bowl is painted with a slip-decorated fish motif.,9.0,21.0,,Earthenware,Thrown,Signed,,Slip Decoration
JW392Y290,39.0,Josie Walter,bowl blue fruit,This delightful earthenware bowl is painted with a slip-decorated blue fruit motif.,9.0,21.0,,Earthenware,Thrown,Signed,,Slip Decoration
JW392Y244,39.0,Josie Walter,bowl green fruit,This delightful earthenware bowl is painted with a slip-decorated green fruit motif.,9.0,21.0,,Earthenware,Thrown,Signed,,Slip Decoration
KB123Y1047,50.0,Karen Bunting,tea bowl pale faceted,This bowl is wheel-thrown in speckled stoneware clay. It is faceted and decorated with a pale slip and glaze.,6.5,9.5,,Stoneware,Thrown,Signed,Gas,
KB123Y1035,65.0,Karen Bunting,pale faceted vase,This stoneware vase is wheel-thrown then faceted. It is glazed with a semi-matt pale glaze and reduction fired.,12.0,8.0,,Stoneware,Thrown,Signed,Gas,
KB123Y1036,75.0,Karen Bunting,indigo faceted conical vase,"This stoneware vase is wheel-thrown then faceted. It is decorated with a metallic oxide slip and glaze, then reduction fired.",12.0,7.5,,Stoneware,Thrown,Signed,Gas,
KB123Y1058,78.0,Karen Bunting,irregular plate,This plate is hand-built in stoneware clay. It has an incised decoration with a pale slip and glaze.,3.0,19.0,-0.5,Stoneware,Hand Built,Signed,Gas,
KB123Y1045,50.0,Karen Bunting,tea bowl indigo fluted,This bowl is wheel-thrown in speckled stoneware clay. It is fluted and decorated with metallic oxide slips and glazes.,8.0,8.5,,Stoneware,Thrown,Signed,Gas,
G173Y295,610.0,Carolyn Genders,speckled violet rocking bowl,"This sculptural vessel is hand-built in white earthenware clay. The abstract and detailed surface is achieved through inscribed marks, incising and scarifying through layers of coloured matt vitreous slips and burnished terra sigillata.",9.5,29.5,29.5,Earthenware,Hand Built,Signed,,"Slip Decoration, Sgraffito"
G173Y294,1586.0,Carolyn Genders,winter skies vessel,"This sculptural vessel is hand-built in white earthenware clay. The abstract and detailed surface is achieved through inscribed marks, incising and scarifying through layers of coloured matt vitreous slips and burnished terra sigillata.",29.5,27.0,25.0,Earthenware,Hand Built,Signed,,"Slip Decoration, Sgraffito"
G173Y293,976.0,Carolyn Genders,indigo sea rocking bowl,"This sculptural vessel is hand-built in white earthenware clay. The abstract and detailed surface is achieved through inscribed marks, incising and scarifying through layers of coloured matt vitreous slips and burnished terra sigillata.",12.5,33.5,29.0,Earthenware,Hand Built,Signed,,"Slip Decoration, Sgraffito"
G173Y292,1098.0,Carolyn Genders,autumnal glow III,"This sculptural vessel is hand-built in white earthenware clay. The abstract and detailed surface is achieved through inscribed marks, incising and scarifying through layers of brightly coloured matt vitreous slips and burnished terra sigillata.",24.0,28.0,18.0,Earthenware,Hand Built,Signed,,"Slip Decoration, Sgraffito"
G173Y291,1708.0,Carolyn Genders,fauve explosion vessel,"This sculptural vessel is hand-built in white earthenware clay. The abstract and detailed surface is achieved through inscribed marks, incising and scarifying through layers of brightly coloured matt vitreous slips and burnished terra sigillata.",32.0,27.0,26.0,Earthenware,Hand Built,Signed,,"Slip Decoration, Sgraffito"
G173Y290,268.0,Carolyn Genders,red square abstraction II,"This hollow sculpture is hand-built in white earthenware clay. The abstract and detailed surface is achieved through inscribed marks, incising and scarifying through layers of brightly coloured matt vitreous slips and burnished terra sigillata.",10.5,17.0,16.5,Earthenware,Hand Built,Signed,,"Slip Decoration, Sgraffito"
G173Y289,268.0,Carolyn Genders,red square abstraction I,"This hollow sculpture is hand-built in white earthenware clay. The abstract and detailed surface is achieved through inscribed marks, incising and scarifying through layers of brightly coloured matt vitreous slips and burnished terra sigillata.",11.0,16.0,15.0,Earthenware,Hand Built,Signed,,"Slip Decoration, Sgraffito"
G173Y288,488.0,Carolyn Genders,red square abstraction vessel,"This sculptural vessel is hand-built in white earthenware clay. The abstract and detailed surface is achieved through inscribed marks, incising and scarifying through layers of coloured matt vitreous slips and burnished terra sigillata.",14.5,23.0,13.0,Earthenware,Hand Built,Signed,,"Slip Decoration, Sgraffito"
