productcode,decoration,depth,description,firing,height,maker,materials,name,price,technique,width
B307Y355,Slip decoration,12.3,"this earthenware small plate is slab-built. it is decorated using coloured slips which are poured, trailed and brushed on to achieve energy and dynamism.",Electric,3.0,Dylan Bowen,Earthenware,Small Plate,120.0,Hand built,18.0
B307Y356,Slip decoration,12.1,"this earthenware small plate is slab-built. it is decorated using coloured slips which are poured, trailed and brushed on to achieve energy and dynamism.",Electric,3.0,Dylan Bowen,Earthenware,Small Plate,120.0,Hand built,17.5
AT488Y279,Slip decoration,11.0, this bowl is wheel-thrown in porcelain. the surface design is achieved through the spontaneous use of bold trailed lines.,Electric,10.0,Ali Tomlin,Porcelain,Bowl,75.0,Thrown,15.0
AT488Y261,Slip decoration,5.9," this cylinder vase is wheel-thrown in porcelain. the surface design is achieved through the spontaneous use of a palette of stains, oxides, slips and sgraffito lines.",Electric,16.0,Ali Tomlin,Porcelain,Cylinder Vase,45.0,Thrown,3.0
AT488Y270,Slip decoration,5.9, this stem vase is wheel-thrown in porcelain. it is dipped in olive slip creating a bold contrast with the porcelain beneath.,Electric,17.0,Ali Tomlin,Porcelain,Fluted stem vase,45.0,Thrown,3.0
AT488Y265,Slip decoration,5.9, this cylinder vase is wheel-thrown in porcelain. the surface design is achieved through the spontaneous use of slip-trailed lines.,Electric,16.5,Ali Tomlin,Porcelain,Cylinder Vase,45.0,Thrown,3.0
AT488Y278,Slip decoration,8.3, this bowl is wheel-thrown in porcelain. the surface design is achieved through the spontaneous use of bold slip-trailed lines. ,Electric,6.0,Ali Tomlin,Porcelain,Small Bowl Black Scribble,35.0,Thrown,8.5
S136Y576,Glaze,9.3,this cup and saucer set is wheel-thrown in porcelain. the form is quiet and simple and perfect for an espresso.,Electric,8.0,Daniel Smith,Porcelain,espresso cup and saucer,44.0,Thrown,11.0
S136Y572,Glaze,9.3,this cup and saucer set is wheel-thrown in porcelain. the form is quiet and simple and perfect for an espresso.,Electric,8.0,Daniel Smith,Porcelain,espresso cup and saucer,44.0,Thrown,11.0
S136Y575,Glaze,9.3,this cup and saucer set is wheel-thrown in porcelain. the form is quiet and simple and perfect for an espresso.,Electric,8.0,Daniel Smith,Porcelain,espresso cup and saucer,44.0,Thrown,11.0
S136Y573,Glaze,9.3,this cup and saucer set is wheel-thrown in porcelain. the form is quiet and simple and perfect for an espresso.,Electric,8.0,Daniel Smith,Porcelain,espresso cup and saucer,44.0,Thrown,11.0
S136Y574,Glaze,9.3,this cup and saucer set is wheel-thrown in porcelain. the form is quiet and simple and perfect for an espresso.,Electric,8.0,Daniel Smith,Porcelain,espresso cup and saucer,44.0,Thrown,11.0
S136Y577,Glaze,8.9,this cup and saucer set is wheel-thrown in porcelain. the form is quiet and simple and perfect for an espresso.,Electric,8.0,Daniel Smith,Porcelain,espresso cup and saucer,44.0,Thrown,10.0
S136Y578,Glaze,6.5,this jug is wheel-thrown in porcelain. the form is quiet and simple and perfect for cream or milk.,Electric,7.0,Daniel Smith,Porcelain,mini jug,32.0,Thrown,10.0
S136Y579,Glaze,7.0,this jug is wheel-thrown in porcelain. the form is quiet and simple and perfect for cream or milk.,Electric,7.0,Daniel Smith,Porcelain,mini jug,32.0,Thrown,10.0
S136Y567,Glaze,8.9,this vase is wheel-thrown in porcelain. the form is quiet and simple and makes a statement by itself or adorned with a few floral stems.,Electric,10.0,Daniel Smith,Porcelain,Round Vase,85.0,Thrown,10.0
S136Y570,Glaze,8.9,this vase is wheel-thrown in porcelain. the form is quiet and simple and makes a statement by itself or adorned with a few floral stems.,Electric,13.0,Daniel Smith,Porcelain,Round Vase,105.0,Thrown,10.0
S136Y569,Glaze,8.3,this vase is wheel-thrown in porcelain. the form is quiet and simple and makes a statement by itself or adorned with a few floral stems.,Electric,16.0,Daniel Smith,Porcelain,Vase,110.0,Thrown,8.5
S136Y568,Glaze,8.9,this round vase is wheel-thrown in porcelain. the form is quiet and simple and makes a statement by itself or adorned with a few floral stems.,Electric,12.0,Daniel Smith,Porcelain,Round Vase,105.0,Thrown,10.0
JS254Y243,Glaze,6.5,this porcelain jug is wheel-thrown and altered. its lively form is enhanced through the use of textured stamps and impressions. jeremy uses ash glaze with salt or soda vapour and fires in a wood kiln which creates depth and complexity to the surface.,Wood,7.5,Jeremy Steward,Porcelain,porcelain creamer,34.0,Thrown,7.5
JS254Y286,Glaze,9.5,this stoneware mug is wheel-thrown and altered. its lively form is enhanced through the use of textured stamps and impressions. jeremy uses ash glaze with salt or soda vapour and fires in a wood kiln which creates depth and complexity to the surface.,Wood,11.5,Jeremy Steward,Stoneware,large round mug,48.0,Thrown,12.0
JS254Y283,Glaze,10.0,this stoneware mug is wheel-thrown and altered. its lively form is enhanced through the use of textured stamps and impressions. jeremy uses ash glaze with salt or soda vapour and fires in a wood kiln which creates depth and complexity to the surface.,Wood,9.0,Jeremy Steward,Stoneware,Rouletted mug,44.0,Thrown,11.5
JS254Y285,Glaze,10.5,this stoneware mug is wheel-thrown and altered. its lively form is enhanced through the use of textured stamps and impressions. jeremy uses ash glaze with salt or soda vapour and fires in a wood kiln which creates depth and complexity to the surface.,Wood,9.0,Jeremy Steward,Stoneware,Large straight mug,48.0,Thrown,13.0
JS254Y284,Glaze,10.5,this stoneware mug is wheel-thrown and altered. its lively form is enhanced through the use of textured stamps and impressions. jeremy uses ash glaze with salt or soda vapour and fires in a wood kiln which creates depth and complexity to the surface.,Wood,9.0,Jeremy Steward,Stoneware,Large straight mug,48.0,Thrown,12.0
JS254Y262,Glaze,10.0,this stoneware mug is wheel-thrown and altered. its lively form is enhanced through the use of textured stamps and impressions. jeremy uses ash glaze with salt or soda vapour and fires in a wood kiln which creates depth and complexity to the surface.,Wood,9.0,Jeremy Steward,Stoneware,Rouletted mug,44.0,Thrown,11.5
JS254Y267,Glaze,9.5,this stoneware mug is wheel-thrown and altered. its lively form is enhanced through the use of textured stamps and impressions. jeremy uses ash glaze with salt or soda vapour and fires in a wood kiln which creates depth and complexity to the surface.,Wood,8.5,Jeremy Steward,Stoneware,Rouletted mug,44.0,Thrown,12.0
JS254Y280,Glaze,10.0,this stoneware mug is wheel-thrown and altered. its lively form is enhanced through the use of textured stamps and impressions. jeremy uses ash glaze with salt or soda vapour and fires in a wood kiln which creates depth and complexity to the surface.,Wood,9.0,Jeremy Steward,Stoneware,Rouletted mug,44.0,Thrown,12.0
JS254Y281,Glaze,9.5,this stoneware mug is wheel-thrown and altered. its lively form is enhanced through the use of textured stamps and impressions. jeremy uses ash glaze with salt or soda vapour and fires in a wood kiln which creates depth and complexity to the surface.,Wood,9.5,Jeremy Steward,Stoneware,Rouletted mug,44.0,Thrown,11.0
B161X390,Glaze,10.0,"turquoise and grey markings envelop this striking vessel, the pattern has a naturally mesmerising effect. wheel-thrown and decorated using peter beard’s signature glaze on glaze technique.",Electric,39.5,Peter Beard,Stoneware,Turquoise/grey vessel with oval pattern,1100.0,Thrown,12.5
B161X389,Glaze,11.7,"turquoise and grey markings envelop this striking vessel, the pattern has a naturally mesmerising effect. wheel-thrown and decorated using peter beard’s signature glaze on glaze technique.",Electric,40.0,Peter Beard,Stoneware,Narrow necked turquoise/grey bottle,1320.0,Thrown,16.5
JD91Y789,Glaze,21.0,"this vessel is wheel-thrown and altered with a bold simplicity of form, using one clay (porcelain), one colouring mineral and one single firing technique to create complex and distinctive surface colours and texture. jack combines contemporary design with traditional processes and materials.",Electric,22.0,Jack Doherty,Porcelain,Three Sided Vessel,1098.0,Thrown,21.0
JD91Y768,Glaze,32.0,"this bowl is wheel-thrown with a bold simplicity of form, using one clay (porcelain), one colouring mineral and one single firing technique to create complex and distinctive surface colours and texture. jack combines contemporary design with traditional processes and materials.",Electric,25.0,Jack Doherty,Porcelain,Large Bowl,2196.0,Thrown,33.0
JD91Y993,Glaze,11.7,this stoneware stacking bowl is wheel-thrown with a bold simplicity of form and a distinctive soda-fired surface. jack combines contemporary design with traditional processes and materials.,Wood,4.5,Jack Doherty,Stoneware,No.3 Stacking Bowl,110.0,Thrown,16.5
JA512Y4,Glaze,7.0,this vessel is hand-built with thin sheets of porcelain. the precision in justine’s making results in light and delicate forms that highlight the beauty and qualities of the material.,Electric,7.0,Justine Allison,Porcelain,White hexagonal vessel,130.0,Hand built,5.5
JA512Y13,Glaze,10.5,this vessel is hand-built with thin sheets of porcelain. the precision in justine’s making results in light and delicate forms that highlight the beauty and qualities of the material.,Electric,31.0,Justine Allison,Porcelain,Striped tapered vessel,750.0,Hand built,10.5
JA512Y1,Glaze,10.0,this jug is hand-built with thin sheets of porcelain. the precision in justine’s making results in light and delicate forms that highlight the beauty and qualities of the material.,Electric,20.5,Justine Allison,Porcelain,Striped jug,220.0,Hand built,11.0
JA512Y14,Glaze,10.5,this vessel is hand-built with thin sheets of porcelain. the precision in justine’s making results in light and delicate forms that highlight the beauty and qualities of the material.,Electric,36.0,Justine Allison,Porcelain,White tapered vessel,600.0,Hand built,10.5
JA512Y10,Glaze,8.0,this vessel is hand-built with thin sheets of porcelain. the precision in justine’s making results in light and delicate forms that highlight the beauty and qualities of the material.,Electric,18.5,Justine Allison,Porcelain,Drawn square vessel,380.0,Hand built,8.0
JA512Y6,Glaze,7.2,this vessel is hand-built with thin sheets of porcelain. the precision in justine’s making results in light and delicate forms that highlight the beauty and qualities of the material.,Electric,10.0,Justine Allison,Porcelain,White hexagonal tapered vessel,200.0,Hand built,6.0
JA512Y7,Glaze,5.0,this vessel is hand-built with thin sheets of porcelain. the precision in justine’s making results in light and delicate forms that highlight the beauty and qualities of the material.,Electric,12.0,Justine Allison,Porcelain,Striped tapered vessel,200.0,Hand built,5.0
JA512Y15,Glaze,5.0,this vessel is hand-built with thin sheets of porcelain. the precision in justine’s making results in light and delicate forms that highlight the beauty and qualities of the material.,Electric,13.0,Justine Allison,Porcelain,Dark clay tapered vessel,170.0,Hand built,5.0
JA512Y5,Glaze,4.0,this vessel is hand-built with thin sheets of porcelain. the precision in justine’s making results in light and delicate forms that highlight the beauty and qualities of the material.,Electric,8.5,Justine Allison,Porcelain,Dark clay tapered vessel,100.0,Hand built,4.0
JA512Y12,Glaze,5.0,this vessel is hand-built with thin sheets of porcelain. the precision in justine’s making results in light and delicate forms that highlight the beauty and qualities of the material.,Electric,20.0,Justine Allison,Porcelain,Rectangular striped vessel,280.0,Hand built,5.0
S117Y62,Glaze,19.0,this ‘duolithic’ stoneware sculpture is hand-built in two parts. the textured surface is studded with fragments ringed with oxides. they can be positioned freely to adjust or emphasise the space of tension between them.,Electric,59.5,Chris Speyer,Stoneware,Wind Form II (Pair),750.0,Hand built,31.0
IS453Y133,Slip decoration,15.0,"full of character and charm, this jug is wheel-thrown and carefully decorated in irena’s classic bold slip decoration.",Electric,22.0,Irena Sibrijns,Earthenware,Medium Abstract Design Jug,183.0,Thrown,19.0
IS453Y145,Slip decoration,10.0,"formed using careful slab building this piece is a joy to behold. dramatically different from every angle, the shapes within the form are complimented by the bold decoration displayed across each surface.",Electric,24.0,Irena Sibrijns,Stoneware,Medium Abstract Vessel,342.0,Thrown,28.0
IS453Y146,Slip decoration,10.0,"formed using careful slab building this piece is a joy to behold. dramatically different from every angle, the shapes within the form are complimented by the bold decoration displayed across each surface.",Electric,25.0,Irena Sibrijns,Stoneware,Medium Abstract Vessel,293.0,Thrown,19.0
IS453Y147,Slip decoration,8.0,"formed using careful slab building this piece is a joy to behold. dramatically different from every angle, the shapes within the form are complimented by the bold decoration displayed across each surface.",Electric,19.0,Irena Sibrijns,Stoneware,Small Abstract Vessel,220.0,Thrown,17.0
IS453Y148,Slip decoration,7.0,"formed using careful slab building this piece is a joy to behold. dramatically different from every angle, the shapes within the form are complimented by the bold decoration displayed across each surface.",Electric,22.0,Irena Sibrijns,Stoneware,Small Abstract Vessel,220.0,Thrown,16.0
IS453Y149,Slip decoration,12.0,"full of character and charm, this jug is wheel-thrown and carefully decorated in irena’s classic and whimsical slip decoration.",Electric,12.0,Irena Sibrijns,Earthenware,Abstract Design Jug,73.0,Thrown,15.0
IS453Y154,Slip decoration,12.0,"full of character and charm, this jug is wheel-thrown and carefully decorated in irena’s classic and whimsical slip decoration.",Electric,10.0,Irena Sibrijns,Earthenware,Abstract Design Jug,73.0,Thrown,14.0
IS453Y150,Slip decoration,12.0,"full of character and charm, this jug is wheel-thrown and carefully decorated in irena’s classic and whimsical slip decoration.",Electric,10.0,Irena Sibrijns,Earthenware,Abstract Design Jug,73.0,Thrown,14.0
IS453Y141,Slip decoration,11.0,"this wheel-thrown mug features vibrant shades of abstract markings, carefully positioned across every surface – including the base!",Electric,8.5,Irena Sibrijns,Stoneware,Abstract Design Mug,49.0,Thrown,14.0
W406Y151,Glaze,11.9,"this stoneware plate is wheel-thrown. carol applies a wide range of glazing and brushwork techniques; with free and expressive strokes of coloured slips and glazes, alongside abstract marks and motifs with paper cut stencilling and wax resist.",Electric,3.0,Carol Wainwright,Stoneware,Small Plate,27.0,Thrown,17.0
MM200Y384,Glaze,9.5,"inspired by traditional japanese pottery, this stoneware sculptural piece is hand-built, decorated using natural materials and wood-fired in a chamber kiln. the piece is chiselled after firing to reveal the essence of the piece – the archetypal vessels of martin’s imagination.",Wood,46.0,Martin McWilliam,Stoneware,Sculptural Object,1400.0,Hand built,31.0
MM200Y382,Glaze,8.0,"inspired by traditional japanese pottery, this stoneware sculptural piece is hand-built, decorated using natural materials and wood-fired in a chamber kiln. the piece is chiselled after firing to reveal the essence of the piece – the archetypal vessels of martin’s imagination.",Wood,37.0,Martin McWilliam,Stoneware,Sculptural Object,420.0,Hand built,22.0
MM200Y383,Glaze,8.0,"inspired by traditional japanese pottery, this stoneware sculptural piece is hand-built, decorated using natural materials and wood-fired in a chamber kiln. the piece is chiselled after firing to reveal the essence of the piece – the archetypal vessels of martin’s imagination.",Wood,37.0,Martin McWilliam,Stoneware,Sculptural Object,420.0,Hand built,17.0
KK465Y190,Glaze,7.2,this porcelain egg is wheel-thrown and features hand drawn black lines.,Electric,8.0,Katharina Klug,Porcelain,Monochrome Egg,40.0,Hand built,6.0
KK465Y189,Glaze,7.4,this porcelain egg is wheel-thrown and features hand drawn black lines.,Electric,9.0,Katharina Klug,Porcelain,Monochrome Egg,40.0,Hand built,6.5
KK465Y194,Glaze,7.2,this porcelain egg is wheel-thrown and features hand drawn black lines.,Electric,8.5,Katharina Klug,Porcelain,Monochrome Egg,40.0,Hand built,6.0
KK465Y187,Glaze,7.2,this porcelain egg is wheel-thrown and features hand drawn black lines.,Electric,8.5,Katharina Klug,Porcelain,Monochrome Egg,40.0,Hand built,6.0
KK465Y185,Glaze,7.2,this porcelain egg is wheel-thrown and features hand drawn black lines.,Electric,8.5,Katharina Klug,Porcelain,Monochrome Egg,40.0,Hand built,6.0
KK465Y183,Glaze,7.2,this porcelain egg is wheel-thrown and features hand drawn black lines.,Electric,8.5,Katharina Klug,Porcelain,Monochrome Egg,40.0,Hand built,6.0
KK465Y186,Glaze,7.2,this porcelain egg is wheel-thrown and features hand drawn black lines.,Electric,8.5,Katharina Klug,Porcelain,Monochrome Egg,40.0,Hand built,6.0
JK375Y140,Glaze,11.5,"this stoneware jug is wheel-thrown. elements of john’s inspiration by ancient greek pottery can be detected such as in the double coil handle in a rich mediterranean blue and the sandy, textured surface.",Electric,17.5,John Kershaw,Stoneware,Jug,73.0,Thrown,14.5
JK375Y177,Glaze,11.0,"this stoneware jug is wheel-thrown. elements of john’s inspiration by ancient greek pottery can be detected such as in the double coil handle in a rich mediterranean blue and the sandy, textured surface.",Electric,18.0,John Kershaw,Stoneware,Jug,73.0,Thrown,14.0
JFK394Y222,Glaze,9.8,this stoneware bowl is decorated with an abstract design.,Electric,9.0,Jill Fanshawe Kato,Stoneware,Tea Bowl,220.0,Thrown,12.0
JFK394Y201,Glaze,6.0,this delightful jug is made of stoneware and decorated with a grasshopper motif.,Electric,9.5,Jill Fanshawe Kato,Stoneware,Grasshopper Jug,134.0,Thrown,11.0
JFK394Y192,Glaze,10.0,this stoneware cup is decorated with a hand-painted abstract design.,Electric,7.0,Jill Fanshawe Kato,Stoneware,Cup,73.0,Thrown,7.0
VB373Y365,Slip decoration,8.9,this spiked pot is wheel-thrown and decorated with slip resist to create patterns and textures on the  burnished pot which is then sawdust fired in a variety of wood shavings.,Wood,8.5,Vanessa Bullick,Earthenware,Spiked pot,61.0,Thrown,10.0
VB373Y342,Slip decoration,8.9,this spiked pot is wheel-thrown and decorated with slip resist to create patterns and textures on the  burnished pot which is then sawdust fired in a variety of wood shavings.,Wood,8.5,Vanessa Bullick,Earthenware,Spiked pot,61.0,Thrown,10.0
BA182Y708,Glaze,5.0,"this stoneware sculptural vessel is hand-built using three types of clay, the rich textural surfaces and hues are achieved through a rigorous process of repeated glazing and firing.",Electric,22.0,Billy Adams,Stoneware,Rosen Vessel,244.0,Hand built,15.0
BA182Y715,Glaze,10.0,"this stoneware sculptural vessel is hand-built using three types of clay, the rich textural surfaces and hues are achieved through a rigorous process of repeated glazing and firing.",Electric,30.0,Billy Adams,Stoneware,newgrange vessel II,342.0,Hand built,21.0
BA182Y713,Glaze,11.0,"this stoneware sculptural vessel is hand-built using three types of clay, the rich textural surfaces and hues are achieved through a rigorous process of repeated glazing and firing.",Electric,27.0,Billy Adams,Stoneware,small rock-a-billy jug,256.0,Hand built,20.0
BA182Y714,Glaze,9.8,"this stoneware sculptural vessel is hand-built using three types of clay, the rich textural surfaces and hues are achieved through a rigorous process of repeated glazing and firing.",Electric,17.0,Billy Adams,Stoneware,Vessel,159.0,Hand built,12.0
BA182Y707,Glaze,5.5,"this stoneware sculptural vessel is hand-built using three types of clay, the rich textural surfaces and hues are achieved through a rigorous process of repeated glazing and firing.",Electric,21.0,Billy Adams,Stoneware,Rosen Vessel,244.0,Hand built,13.0
JW522Y1,Slip decoration,9.0,"this playful bee is thrown and assembled using red earthenware clay and decorated with white slip. all jon’s pieces are designed to be struck, shaken or submerged in water to produce a sonic effect.",Electric,8.0,Jon Williams,Earthenware,Bee Shaker,135.0,Hand built,10.0
JW522Y9,Slip decoration,12.0,"this playful horned bug is thrown and assembled using red earthenware clay and decorated with white slip. all jon’s pieces are designed to be struck, shaken or submerged in water to produce a sonic effect.",Electric,17.0,Jon Williams,Earthenware,Horned Bug (Antelope),230.0,Hand built,13.0
JW522Y8,Slip decoration,13.0,"this playful horned bug is thrown and assembled using red earthenware clay and decorated with white slip. all jon’s pieces are designed to be struck, shaken or submerged in water to produce a sonic effect.",Electric,15.0,Jon Williams,Earthenware,Horned Bug,230.0,Hand built,16.0
JW522Y7,Slip decoration,6.0,"this playful bee is thrown and assembled using red earthenware clay and decorated with white slip. all jon’s pieces are designed to be struck, shaken or submerged in water to produce a sonic effect.",Electric,5.0,Jon Williams,Earthenware,Small Bee Shaker,75.0,Hand built,8.0
JW522Y6,Slip decoration,6.0,"this playful bee is thrown and assembled using red earthenware clay and decorated with white slip. all jon’s pieces are designed to be struck, shaken or submerged in water to produce a sonic effect.",Electric,5.0,Jon Williams,Earthenware,Small Bee Shaker,75.0,Hand built,8.0
JW522Y5,Slip decoration,7.0,"this playful horned bug is thrown and assembled using red earthenware clay and decorated with white slip. all jon’s pieces are designed to be struck, shaken or submerged in water to produce a sonic effect.",Electric,7.0,Jon Williams,Earthenware,Small Horned Bug Shaker,75.0,Hand built,7.0
JW522Y3,Slip decoration,11.0,"this playful bee is thrown and assembled using red earthenware clay and decorated with white slip. all jon’s pieces are designed to be struck, shaken or submerged in water to produce a sonic effect.",Electric,8.0,Jon Williams,Earthenware,Bee Shaker,135.0,Hand built,10.0
JK375Y162,Glaze,19.1,"this stoneware dish is wheel-thrown. it features freely trailed colours and a sandy, highly textured surface.",Electric,5.5,John Kershaw,Stoneware,Large Dish Blue Splashes,122.0,Thrown,34.0
JK375Y161,Glaze,23.3,"this stoneware dish is wheel-thrown. it features freely trailed colours and a sandy, highly textured surface.",Electric,6.0,John Kershaw,Stoneware,Large Dish Yellow Splashes,268.0,Thrown,44.0
JTW322Y377,Glaze,22.9,"this beautiful charger is wheel-thrown and decorated in a deep tenmoku glaze with dotted kaki accents, then reduction fired for a depth of surface quality.",Gas,10.0,James and Tilla Waters,Stoneware,Large tenmoku serving charger,610.0,Thrown,43.0
JTW322Y313,Glaze,21.6,"this beautiful dish is wheel-thrown and decorated in a deep tenmoku glaze, then reduction fired for a depth of surface quality.",Gas,7.5,James and Tilla Waters,Stoneware,Large tenmoku serving dish,395.0,Thrown,40.0
JP271Y118,Slip decoration,12.7,"this porcelain bowl is wheel-thrown with an expressive design on the whole surface. it is freely painted with slips, oxides and stains and decorated with sgraffito.",Electric,7.0,Jitka Palmer,Porcelain,Bowl Bulbs of Happiness,135.0,Thrown,19.0
JP271Y117,Slip decoration,12.1,"this porcelain bowl is wheel-thrown with an expressive design on the whole surface. it is freely painted with slips, oxides and stains and decorated with sgraffito.",Electric,8.0,Jitka Palmer,Porcelain,Bowl Barn Owl,140.0,Thrown,17.5
M521Y1,Glaze,7.0,"this high-fired black stoneware sculpture can stand alone or be combined with others in manifold display opportunities. the ‘waveform’ was initially inspired by a flag iris seed found floating in eric’s garden pond. he distilled the geometry, creating a highly tactile and intriguing form. ",Electric,3.5,Eric Moss,Stoneware,Waveform Touchstone Black,85.0,Hand built,7.0
M521Y13,Glaze,7.0,this parian porcelain sculptural wall piece consists of five individual pieces mounted on an mdf frame.,Electric,50.0,Eric Moss,Porcelain,Pipe,244.0,Hand built,25.0
M183Y752,Glaze,7.9,"this round vase is thrown in red stoneware,  decorated with contrasting white lines and features a concave white circle.",Electric,9.5,Emily Myers,Stoneware,Round vase,85.0,Thrown,7.5
M183Y764,Glaze,6.0,this pair of elegant faceted bottles are thrown in red stoneware and carved when leather hard.,Electric,23.0,Emily Myers,Stoneware,Faceted Bottles (pair),183.0,Thrown,12.0
M183Y763,Glaze,7.0,"this pair of elegant bottles are thrown in porcelain, carved when leather hard and glazed in an icy blue celadon.",Electric,22.0,Emily Myers,Porcelain,Porcelain Faceted Bottles (pair),183.0,Thrown,13.0
M183Y699,Glaze,7.6,"this elegant twisted bottle is thrown in porcelain, carved when leather hard and glazed in an icy blue celadon.",Electric,28.0,Emily Myers,Porcelain,Porcelain Twist Faceted Bottle,171.0,Thrown,7.0
AT488Y220,Slip decoration,20.8," this bowl is wheel-thrown in porcelain. the surface design is achieved through the spontaneous use of a bold palette of stains, oxides and slips. ",Electric,7.0,Ali Tomlin,Porcelain,Bowl large,320.0,Thrown,38.0
JD91Y953,Glaze,7.5,this stoneware mug is wheel-thrown with a bold simplicity of form and a distinctive soda-fired surface. jack combines contemporary design with traditional processes and materials.,Wood,9.0,Jack Doherty,Stoneware,Small Tall Mug,56.0,Thrown,10.0
JD91Y951,Glaze,7.0,this stoneware mug is wheel-thrown with a bold simplicity of form and a distinctive soda-fired surface. jack combines contemporary design with traditional processes and materials.,Wood,9.0,Jack Doherty,Stoneware,Small Tall Mug,56.0,Thrown,10.0
B307Y362,Slip decoration,13.0,"this earthenware jug form is wheel thrown and altered with some hand built elements. it is decorated using coloured slips which are poured, trailed and brushed on to achieve energy and dynamism.",Electric,39.0,Dylan Bowen,Earthenware,Jug Form,450.0,Hand built,19.0
SP264Y968,Glaze,10.2,"this porcelain bowl is finely thrown and altered to sit at a slight angle ready to present delicious contents within. it is burnished with an unglazed exterior, with a clear glazed interior for functional use. dishwasher safe.",Electric,7.0,Sue Paraskeva,Porcelain,Porcelain Bowl,44.0,Thrown,13.0
IB12Y50,Glaze,12.0,"this sculptural wall piece is hand-built in black stoneware clay with the addition of steel wire. it captures the immediacy of the material and is an instinctive response to the industrial and technological scrap that litters modern life which often goes unnoticed, but in which ian has elicited the beauty of form and tension.",Electric,49.0,Ian Byers,Stoneware,Order and Disorder,1200.0,Hand built,30.0
IB12Y49,Glaze,17.0,"this sculptural piece is hand-built in black stoneware clay with the addition of rubber, lead, and steel wire. it captures the immediacy of the material and is an instinctive response to the industrial and technological scrap that litters modern life which often goes unnoticed, but in which ian has elicited the beauty of form and tension.",Electric,79.0,Ian Byers,Stoneware,Lost and Found,2016.0,Hand built,17.0
IB12Y51,Glaze,7.5,"this sculptural wall piece is hand-built in black stoneware clay with the addition of steel wire. it captures the immediacy of the material and is an instinctive response to the industrial and technological scrap that litters modern life which often goes unnoticed, but in which ian has elicited the beauty of form and tension.",Electric,53.0,Ian Byers,Stoneware,Order and Disorder,1200.0,Hand built,21.0
AT488Y179,Slip decoration,19.7," this bowl is wheel-thrown in porcelain. the surface design is achieved through the spontaneous use of a bold palette of stains, oxides and slips. ",Electric,9.5,Ali Tomlin,Porcelain,Bowl large,320.0,Thrown,35.5
AT488Y86,Slip decoration,19.5," this bowl is wheel-thrown in porcelain. the surface design is achieved through the spontaneous use of a bold palette of stains, oxides and slips. ",Electric,12.0,Ali Tomlin,Porcelain,Bowl large,320.0,Thrown,35.0
B161X351,Glaze,10.2,"blue wavy markings envelop this bottle, meeting at the base and the opening. wheel-thrown and decorated using peter beard’s signature glaze on glaze technique.",Electric,34.0,Peter Beard,Stoneware,Bottle Blue,715.0,Thrown,13.0
JM201Y34,Slip decoration,12.3,this beautiful bottle is decorated with hakeme slip and iron oxide brushed pattern. it has been thrown on a traditional oriental style kick wheel and fired in a two-chambered japanese climbing kiln using oil and wood.,Wood,42.0,Jim Malone,Stoneware,Bottle with hakeme slip and iron oxide brushed pattern,976.0,Thrown,18.0
AL286Y1079,Glaze,14.6,a porcelain bottle with a torrent of wax-like drips enveloping the form.,Electric,47.0,Anja Lubach,Porcelain,Bottle,610.0,Thrown,23.5
K226Y88,Glaze,28.0,"with a round form, small opening, and contrasting white vertical line over the deep metallic oxide surface, this piece is bold and exquisite.",Electric,28.0,Dan Kelly,Stoneware,Round Vessel,2318.0,Thrown,29.0
K226Y96,Glaze,25.0,"this conical stoneware vessel has a deep groove near the base with a metallic oxide surface, and a highlighted vertical line.",Electric,34.0,Dan Kelly,Stoneware,Conical Vessel,2318.0,Thrown,31.0
K226Y97,Glaze,22.0,"this conical stoneware vessel has a grounded form with a metallic oxide surface, oval shaped opening, and a vertical streak of white.",Electric,33.0,Dan Kelly,Stoneware,Conical Vessel,1342.0,Thrown,15.5
K226Y98,Glaze,17.8,"this bowl form with a torn rim is bold and exquisite with a rough metallic sheen exterior and a glossy, glazed interior.",Electric,19.0,Dan Kelly,Stoneware,Large Bowl,1952.0,Thrown,31.0
K226Y85,Glaze,25.0,"this bold, stoneware vessel has a grounded form with a metallic oxide surface, torn rim and a fine white vertical line.",Electric,30.0,Dan Kelly,Stoneware,Vessel,1708.0,Thrown,28.0
AL286Y1080,Glaze,12.1,a porcelain bottle with enigmatic relief moulds of faces peering out from a torrent of wax-like drips enveloping the form.,Electric,49.0,Anja Lubach,Porcelain,Tall Bottle,512.0,Thrown,17.5
KK465Y260,Glaze,13.1,"this beautiful vessel features hand drawn black lines upon a white porcelain surface, with a striking, bold red glaze wrapped around the inside.",Electric,49.0,Katharina Klug,Porcelain,Monochrome Vessel,1100.0,Hand built,20.0
LS345Y536,Sgraffito,15.0,"slip cast and decorated by hand, this porcelain vessel is both decorative and functional. let it stand alone and display the pop of cheery orange from the interior or place your favourite flower arrangement inside to show off the minimalist markings that compliment your blooms.",Electric,39.0,Lara Scobie,Porcelain,Orange and Black Oval Vase Large,1200.0,Hand built,17.0
SP264Y984,Glaze,16.3,this wood-fired porcelain plate is wheel-thrown with a natural warm rim created by the wood-firing. it is unglazed  and intended for functional use. dishwasher safe.,Wood,4.0,Sue Paraskeva,Porcelain,Wood-fired porcelain plate,150.0,Thrown,27.5
